SKU,SKU Description,Premium,Standard,ELS,3Scale,AMQ,Data Grid,Fuse,Jboss,JbossEAP,JbossWebServer,Service Interconnect,OpenJDK,Quarkus,Integration,Runtimes,Application Foundations,Edge,Distributed Computing,Openshift,,Currency,1-Year MSRP,3-Year MSRP,Product Line,# of Sockets,# of Cores,# of Nodes,Support Type,Virtual Guests,System Unit of Measure,Channel F3 SKU
MW00311,"Red Hat 3scale API Management, Premium (4 Cores)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,8197,22132.44,INTEGRATION BNDL/FUSE/AMQ/3SCALE,0,4,,PREMIUM,0,CORE BAND,MW00311F3
MW00312,"Red Hat 3scale API Management, Premium (16 Cores)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,29808,80481.6,INTEGRATION BNDL/FUSE/AMQ/3SCALE,0,16,,PREMIUM,0,CORE BAND,MW00312F3
MW00313,"Red Hat 3scale API Management, Premium (64 Cores)",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,107309,289733.76,INTEGRATION BNDL/FUSE/AMQ/3SCALE,0,64,,PREMIUM,0,CORE BAND,MW00313F3
MW00314,"Red Hat 3scale API Management, Standard (4 Cores)",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,5465,14754.96,INTEGRATION BNDL/FUSE/AMQ/3SCALE,0,4,,STANDARD,0,CORE BAND,MW00314F3
MW00315,"Red Hat 3scale API Management, Standard (16 Cores)",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,19872,53654.4,INTEGRATION BNDL/FUSE/AMQ/3SCALE,0,16,,STANDARD,0,CORE BAND,MW00315F3
MW00316,"Red Hat 3scale API Management, Standard (64 Cores)",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,71539,193155.84,INTEGRATION BNDL/FUSE/AMQ/3SCALE,0,64,,STANDARD,0,CORE BAND,MW00316F3
MW00134,"Red Hat AMQ, Premium (4 Cores)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,7452,20120.4,INTEGRATION BNDL/FUSE/AMQ/3SCALE,,,,PREMIUM,,CORE BAND,MW00134F3
MW00135,"Red Hat AMQ, Standard (4 Cores)",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,4968,13413.6,INTEGRATION BNDL/FUSE/AMQ/3SCALE,,,,STANDARD,,CORE BAND,MW00135F3
MW00136,"Red Hat AMQ, Extended Lifecycle Support Add-On, Premium (4 Cores)",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,7452,20120.4,INTEGRATION BNDL/FUSE/AMQ/3SCALE,,,,,,CORE BAND,MW00136F3
MW00137,"Red Hat AMQ, Extended Life Cycle Support Add-On, Standard (4 Cores)",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,4968,13413.6,INTEGRATION BNDL/FUSE/AMQ/3SCALE,,,,,,CORE BAND,MW00137F3
MW2300217,"Red Hat AMQ, Standard (64 Cores)",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,71539,193155.84,INTEGRATION BNDL/FUSE/AMQ/3SCALE,,64,,STANDARD,,CORE BAND,MW2300217F3
MW2300282,"Red Hat AMQ, Premium (16 Cores)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,29808,80481.6,INTEGRATION BNDL/FUSE/AMQ/3SCALE,,16,,PREMIUM,,CORE BAND,MW2300282F3
MW2315603,"Red Hat AMQ, Standard (16 Cores)",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,19872,53654.4,INTEGRATION BNDL/FUSE/AMQ/3SCALE,,16,,STANDARD,,CORE BAND,MW2315603F3
MW2399076,"Red Hat AMQ, Premium (64 Cores)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,107309,289733.76,INTEGRATION BNDL/FUSE/AMQ/3SCALE,,64,,PREMIUM,,CORE BAND,MW2399076F3
MW00036,"Red Hat AMQ ELS Program, Premium (16 Cores)",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,29808,80481.6,INTEGRATION BNDL/FUSE/AMQ/3SCALE,0,16,,PREMIUM,0,CORE BAND,MW00036F3
MW00038,"Red Hat AMQ ELS Program, Standard (16 Cores)",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,19872,53654.4,INTEGRATION BNDL/FUSE/AMQ/3SCALE,0,16,,STANDARD,0,CORE BAND,MW00038F3
MW00040,"Red Hat AMQ ELS Program, Premium (64 Cores)",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,107309,289733.76,INTEGRATION BNDL/FUSE/AMQ/3SCALE,0,64,,PREMIUM,0,CORE BAND,MW00040F3
MW00042,"Red Hat AMQ ELS Program, Standard (64 Cores)",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,71539,193155.84,INTEGRATION BNDL/FUSE/AMQ/3SCALE,0,64,,STANDARD,0,CORE BAND,MW00042F3
MW01552,"Red Hat AMQ for Distributed Computing (Edge Server), Premium (2 Cores)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,GBP,1863,5030.1,Edge App Services,,2,,PREMIUM,0,CORE BAND,MW01552F3
MW01553,"Red Hat AMQ for Distributed Computing (Edge Server), Standard (2 Cores)",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,GBP,1242,3353.4,Edge App Services,,2,,STANDARD,0,CORE BAND,MW01553F3
MW01556,"Red Hat AMQ for Distributed Computing (Endpoint), Premium (1 Core)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,GBP,652,1760.54,Edge App Services,,1,,PREMIUM,0,CORE BAND,MW01556F3
MW01557,"Red Hat AMQ for Distributed Computing (Endpoint), Standard (1 Core)",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,GBP,435,1173.69,Edge App Services,,1,,STANDARD,0,CORE BAND,MW01557F3
MW01554,"Red Hat AMQ for Distributed Computing (Gateway), Premium (2 Cores)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,GBP,1490,4024.08,Edge App Services,,2,,PREMIUM,0,CORE BAND,MW01554F3
MW01555,"Red Hat AMQ for Distributed Computing (Gateway), Standard (2 Cores)",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,,GBP,994,2682.72,Edge App Services,,2,,STANDARD,0,CORE BAND,MW01555F3
MW00005,"Red Hat AMQ for OpenShift Container Platform, Standard (2 Cores)",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,GBP,2484,6706.8,INTEGRATION BNDL/FUSE/AMQ/3SCALE,0,2,,STANDARD,0,PHYSICAL NODE,MW00005F3
MW00006,"Red Hat AMQ for OpenShift Container Platform, Premium (2 Cores)",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,GBP,3726,10060.2,INTEGRATION BNDL/FUSE/AMQ/3SCALE,0,2,,PREMIUM,0,CORE BAND,MW00006F3
MW02000,"Red Hat Application Foundations, Premium, (2 Cores or 4 vCPUs)",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,GBP,3726,10060.2,INTEGRATION BNDL/FUSE/AMQ/3SCALE,0,2,,PREMIUM,0,CORE BAND,MW02000F3
MW02006,"Red Hat Application Foundations, Standard (2 Cores or 4 vCPUs)",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,GBP,2484,6706.8,INTEGRATION BNDL/FUSE/AMQ/3SCALE,0,2,,STANDARD,0,CORE BAND,MW02006F3
MW02091,"Red Hat Application Foundations, Extended Lifecycle Support Add-On for Distributed Computing (Edge Server), Premium (2 Cores)",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,GBP,1863,5030.1,Edge App Services,,2,,PREMIUM,0,CORE BAND,MW02091F3
MW02092,"Red Hat Application Foundations, Extended Lifecycle Support Add-On for Distributed Computing (Edge Server), Standard (2 Cores)",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,GBP,1242,3353.4,Edge App Services,,2,,STANDARD,0,CORE BAND,MW02092F3
MW02093,"Red Hat Application Foundations, Extended Lifecycle Support Add-On for Distributed Computing (Endpoint), Premium (1 Core)",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,GBP,653,1762.4,Edge App Services,,1,,PREMIUM,0,CORE BAND,MW02093F3
MW02094,"Red Hat Application Foundations, Extended Lifecycle Support Add-On for Distributed Computing (Endpoint), Standard (1 Core)",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,GBP,435,1173.69,Edge App Services,,1,,STANDARD,0,CORE BAND,MW02094F3
MW02095,"Red Hat Application Foundations, Extended Lifecycle Support Add-On for Distributed Computing (Gateway), Premium (2 Cores)",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,GBP,1490,4024.08,Edge App Services,,2,,PREMIUM,0,CORE BAND,MW02095F3
MW02096,"Red Hat Application Foundations, Extended Lifecycle Support Add-On for Distributed Computing (Gateway), Standard (2 Cores)",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,GBP,994,2682.72,Edge App Services,,2,,STANDARD,0,CORE BAND,MW02096F3
MW02097,"Red Hat Application Foundations, Cluster Edition (Bare Metal Node), Extended Lifecycle Support Add-On, Premium, (1-2 Sockets)",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,GBP,2795,7545.15,INTEGRATION BNDL/FUSE/AMQ/3SCALE,2,,,PREMIUM,0,SOCKET-PAIR,MW02097F3
MW02098,"Red Hat Application Foundations, Cluster Edition (Bare Metal Node), Extended Lifecycle Support Add-On, Standard (1-2 Sockets)",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,GBP,1863,5030.1,INTEGRATION BNDL/FUSE/AMQ/3SCALE,2,,,STANDARD,0,SOCKET-PAIR,MW02098F3
MW02099,"Red Hat Application Foundations, Cluster Edition (Bare Metal Node), Premium, (1-2 Sockets)",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,GBP,5589,15090.3,INTEGRATION BNDL/FUSE/AMQ/3SCALE,2,,,PREMIUM,0,SOCKET-PAIR,MW02099F3
MW02100,"Red Hat Application Foundations, Cluster Edition (Bare Metal Node), Standard (1-2 Sockets)",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,GBP,3726,10060.2,INTEGRATION BNDL/FUSE/AMQ/3SCALE,2,,,STANDARD,0,SOCKET-PAIR,MW02100F3
MW02101,"Red Hat Application Foundations, Cluster Edition, Extended Lifecycle Support Add-On, Premium, (2 Cores or 4 vCPUs)",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,GBP,931,2515.05,INTEGRATION BNDL/FUSE/AMQ/3SCALE,,2,,PREMIUM,0,CORE BAND,MW02101F3
MW02102,"Red Hat Application Foundations, Cluster Edition, Extended Lifecycle Support Add-On, Standard (2 Cores or 4 vCPUs)",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,GBP,621,1676.7,INTEGRATION BNDL/FUSE/AMQ/3SCALE,,2,,STANDARD,0,CORE BAND,MW02102F3
MW02103,"Red Hat Application Foundations, Cluster Edition, Premium, (2 Cores or 4 vCPUs)",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,GBP,1863,5030.1,INTEGRATION BNDL/FUSE/AMQ/3SCALE,,2,,PREMIUM,0,CORE BAND,MW02103F3
MW02104,"Red Hat Application Foundations, Cluster Edition, Standard (2 Cores or 4 vCPUs)",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,GBP,1242,3353.4,INTEGRATION BNDL/FUSE/AMQ/3SCALE,,2,,STANDARD,0,CORE BAND,MW02104F3
MW02105,"Red Hat Application Foundations, Extended Lifecycle Support Add-On, Standard (2 Cores or 4 vCPUs)",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,GBP,2484,6706.8,INTEGRATION BNDL/FUSE/AMQ/3SCALE,,2,,STANDARD,0,CORE BAND,MW02105F3
MW02001,"Red Hat Application Foundations for Distributed Computing (Edge Server), Premium (2 Cores)",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,GBP,1863,5030.1,Edge App Services,,2,,PREMIUM,0,CORE BAND,MW02001F3
MW02003,"Red Hat Application Foundations for Distributed Computing (Edge Server), Standard (2 Cores)",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,GBP,1242,3353.4,Edge App Services,,2,,STANDARD,0,CORE BAND,MW02003F3
MW01994,"Red Hat Application Foundations for Distributed Computing (Endpoint), Premium (1 Core)",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,GBP,652,1760.54,Edge App Services,,1,,PREMIUM,0,CORE BAND,MW01994F3
MW01995,"Red Hat Application Foundations for Distributed Computing (Endpoint), Standard (1 Core)",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,GBP,435,1173.69,Edge App Services,,1,,STANDARD,0,CORE BAND,MW01995F3
MW02005,"Red Hat Application Foundations for Distributed Computing (Gateway), Premium (2 Cores)",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,GBP,1490,4024.08,Edge App Services,,2,,PREMIUM,0,CORE BAND,MW02005F3
MW02007,"Red Hat Application Foundations for Distributed Computing (Gateway), Standard (2 Cores)",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,,GBP,994,2682.72,Edge App Services,,2,,STANDARD,0,CORE BAND,MW02007F3
MW00130,"Red Hat Data Grid, Premium (4 Cores)",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,2070,5589,RUNTIMES/EAP/JWS/RHOAR/JDG/OPNJDK,,,,PREMIUM,,CORE BAND,MW00130F3
MW00131,"Red Hat Data Grid, Standard (4 Cores)",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,1380,3726,RUNTIMES/EAP/JWS/RHOAR/JDG/OPNJDK,,,,STANDARD,,CORE BAND,MW00131F3
MW00132,"Red Hat Data Grid, Extended Life Cycle Support Add-On, Premium (4 Cores)",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,GBP,2070,5589,RUNTIMES/EAP/JWS/RHOAR/JDG/OPNJDK,,,,,,CORE BAND,MW00132F3
