SKU,SKU Description,Premium,Standard,Edge,IBM z,IBM POWER,x86,Platform Plus,Container Platform,Engine,Physical,Virtual,Runtimes,Application Foundations,Data Foundation,Distributed Computing,Windows,Include in Data,Licensing Model,,Currency,Monthly MSRP,1-Year MSRP,3-Year MSRP,Product Line,# of Sockets,# of Cores,# of Nodes,Support Type,Virtual Guests,System Unit of Measure,Channel F3 SKU
MW00363,"Red Hat OpenShift Container Platform with Runtimes, Premium, (64 Cores or 128 vCPUs)",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Cores,,GBP,,118128,318945.6,OCP & MW RUNTIMES BUNDLE,0,64,0,PREMIUM,0,CORE BAND,MW00363F3
MW00364,"Red Hat OpenShift Container Platform with Runtimes, Standard (2 Cores or 4 vCPUs)",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Cores,,GBP,,2553,6893.1,OCP & MW RUNTIMES BUNDLE,,2,,STANDARD,0,CORE BAND,MW00364F3
MW00365,"Red Hat OpenShift Container Platform with Runtimes, Standard (16 Cores or 32 vCPUs)",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Cores,,GBP,,20424,55144.8,OCP & MW RUNTIMES BUNDLE,0,16,0,STANDARD,0,CORE BAND,MW00365F3
MW00366,"Red Hat OpenShift Container Platform with Runtimes, Standard (64 Cores or 128 vCPUs)",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Cores,,GBP,,79488,214617.6,OCP & MW RUNTIMES BUNDLE,0,64,0,STANDARD,0,CORE BAND,MW00366F3
MCT4546,"Red Hat OpenShift Data Science, Premium (2 Cores or 4 vCPUs)",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Cores,,GBP,,1380,3726,Managed Data Services,,2,,PREMIUM,0,CORE BAND,MCT4546F3
MCT4547,"Red Hat OpenShift Data Science, Standard (2 Cores or 4 vCPUs)",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Cores,,GBP,,931,2515.05,Managed Data Services,,2,,STANDARD,0,CORE BAND,MCT4547F3
MCT4548,"Red Hat OpenShift Data Science (Bare Metal Node), Premium (1-2 sockets up to 64-Cores)",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Socket Pairs,,GBP,,4140,11178,Managed Data Services,2,,,PREMIUM,0,SOCKET-PAIR,MCT4548F3
MCT4549,"Red Hat OpenShift Data Science (Bare Metal Node), Standard (1-2 sockets up to 64-Cores)",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Socket Pairs,,GBP,,2760,7452,Managed Data Services,2,,,STANDARD,0,SOCKET-PAIR,MCT4549F3
MW00529,"Red Hat OpenShift Dedicated Additional Network IO Europe Region Hosting (12TB, Yearly)",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,GBP,,994,,Managed OpenShift Services,,,,PREMIUM,,TERABYTE,
MW00529MO,"Red Hat OpenShift Dedicated Additional Network IO Europe Region Hosting (1TB, Monthly)",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,GBP,108,,,Managed OpenShift Services,,,,PREMIUM,,TERABYTE,
MW02450,"Red Hat OpenShift Extended Update Support Add-On, Standard (2 Cores or 4 vCPUs)",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Cores,,GBP,,448,,OPENSHIFT,,2,,STANDARD,0,CORE BAND,
MCT3822,"Red Hat OpenShift Kubernetes Engine, Premium (2 Cores or 4 vCPUs)",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Cores,,GBP,,689,1861.14,OPENSHIFT,0,2,,PREMIUM,0,CORE BAND,MCT3822F3
MCT3823,"Red Hat OpenShift Kubernetes Engine, Standard (2 Cores or 4 vCPUs)",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Cores,,GBP,,455,1229.58,OPENSHIFT,0,2,,STANDARD,0,CORE BAND,MCT3823F3
MW01509,"Red Hat OpenShift Kubernetes Engine (Bare Metal Node), Premium (1-2 sockets up to 64 cores)",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Socket Pairs,,GBP,,2760,7452,OPENSHIFT,2,,,PREMIUM,0,PHYSICAL NODE,MW01509F3
MW01510,"Red Hat OpenShift Kubernetes Engine (Bare Metal Node), Standard (1-2 sockets up to 64 cores)",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Socket Pairs,,GBP,,1822,4918.32,OPENSHIFT,2,,,STANDARD,0,PHYSICAL NODE,MW01510F3
MW01899,"Red Hat OpenShift Kubernetes Engine (Bare Metal) for Distributed Computing (Device), Premium (1-2 sockets)",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Socket Pairs,,GBP,,552,1490.4,Edge OpenShift,2,,,PREMIUM,0,PHYSICAL NODE,MW01899F3
MW01900,"Red Hat OpenShift Kubernetes Engine (Bare Metal) for Distributed Computing (Device), Standard (1-2 sockets)",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Socket Pairs,,GBP,,364,983.66,Edge OpenShift,2,,,STANDARD,0,PHYSICAL NODE,MW01900F3
MW01897,"Red Hat OpenShift Kubernetes Engine (Bare Metal) for Distributed Computing (Edge Server), Premium (1-2 sockets)",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Socket Pairs,,GBP,,828,2235.6,Edge OpenShift,2,,,PREMIUM,0,PHYSICAL NODE,MW01897F3
MW01898,"Red Hat OpenShift Kubernetes Engine (Bare Metal) for Distributed Computing (Edge Server), Standard (1-2 sockets)",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Socket Pairs,,GBP,,546,1475.5,Edge OpenShift,2,,,STANDARD,0,PHYSICAL NODE,MW01898F3
MW01388,"Red Hat OpenShift Kubernetes Engine for Distributed Computing (Device), Premium (2 Cores or 4 vCPUs)",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Cores,,GBP,,138,372.6,Edge OpenShift,,2,,PREMIUM,0,CORE BAND,MW01388F3
MW01389,"Red Hat OpenShift Kubernetes Engine for Distributed Computing (Device), Standard (2 Cores or 4 vCPUs)",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Cores,,GBP,,91,245.92,Edge OpenShift,,2,,STANDARD,0,CORE BAND,MW01389F3
MW01386,"Red Hat OpenShift Kubernetes Engine for Distributed Computing (Edge Server), Premium (2 Cores or 4 vCPUs)",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Cores,,GBP,,207,558.9,Edge OpenShift,,2,,PREMIUM,0,CORE BAND,MW01386F3
MW01387,"Red Hat OpenShift Kubernetes Engine for Distributed Computing (Edge Server), Standard (2 Cores or 4 vCPUs)",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Cores,,GBP,,137,368.87,Edge OpenShift,,2,,STANDARD,0,CORE BAND,MW01387F3
MW01621,"Red Hat OpenShift Platform Plus, Premium (2 Cores or 4 vCPU)",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Cores,,GBP,,3450,9315,OPENSHIFT,,2,,PREMIUM,0,CORE BAND,MW01621F3
MW01622,"Red Hat OpenShift Platform Plus, Standard (2 Cores or 4 vCPU)",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Cores,,GBP,,2312,6241.05,OPENSHIFT,,2,,STANDARD,0,CORE BAND,MW01622F3
MW01623,"Red Hat OpenShift Platform Plus (Bare Metal Node), Premium (1-2 sockets up to 64 cores)",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Socket Pairs,,GBP,,10350,27945,OPENSHIFT,2,,,PREMIUM,0,PHYSICAL NODE,MW01623F3
MW01624,"Red Hat OpenShift Platform Plus (Bare Metal Node), Standard (1-2 sockets up to 64 cores)",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Socket Pairs,,GBP,,6934,18723.15,OPENSHIFT,2,,,STANDARD,0,PHYSICAL NODE,MW01624F3
MW01884,"Red Hat OpenShift Platform Plus (Bare Metal Nodes) for Distributed Computing (Edge Server), Standard (1-2 sockets)",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Socket Pairs,,GBP,,2080,5616.95,Edge OpenShift,2,,,STANDARD,0,PHYSICAL NODE,MW01884F3
MW01889,"Red Hat OpenShift Platform Plus (Bare Metal Nodes) for Distributed Computing (Edge Server), Premium (1-2 sockets)",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Socket Pairs,,GBP,,3105,8383.5,Edge OpenShift,2,,,PREMIUM,0,PHYSICAL NODE,MW01889F3
MW01886,"Red Hat OpenShift Platform Plus for Distributed Computing (Edge Server), Standard (2 Cores or 4 vCPUs)",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Cores,,GBP,,693,1872.32,Edge OpenShift,,2,,STANDARD,0,CORE BAND,MW01886F3
MW01890,"Red Hat OpenShift Platform Plus for Distributed Computing (Edge Server), Premium (2 Cores or 4 vCPUs)",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Cores,,GBP,,1035,2794.5,Edge OpenShift,,2,,PREMIUM,0,CORE BAND,MW01890F3
MCT4135,"Red Hat OpenShift Platform Plus for OpenShift Container Platform, Premium (2 Cores or 4 vCPUs)",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Cores,,GBP,,690,1863,OPENSHIFT,,2,,PREMIUM,0,CORE BAND,MCT4135F3
MCT4136,"Red Hat OpenShift Platform Plus for OpenShift Container Platform, Standard (2 Cores or 4 vCPUs)",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Cores,,GBP,,448,1210.95,OPENSHIFT,,2,,STANDARD,0,CORE BAND,MCT4136F3
MW02146,"Red Hat OpenShift Platform Plus for OpenShift Container Platform (Bare Metal Node), Premium (1-2 Sockets up to 64 cores)",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Socket Pairs,,GBP,,2070,5589,OPENSHIFT,2,,,PREMIUM,0,PHYSICAL NODE,MW02146F3
MW02147,"Red Hat OpenShift Platform Plus for OpenShift Container Platform (Bare Metal Node), Standard (1-2 Sockets up to 64 cores)",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Socket Pairs,,GBP,,1415,3819.15,OPENSHIFT,2,,,STANDARD,0,PHYSICAL NODE,MW02147F3
MW01802,"Red Hat OpenShift Platform Plus with Application Foundations, Premium (2 Cores or 4 vCPUs)",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Cores,,GBP,,7176,19375.2,OPENSHIFT,,2,,PREMIUM,0,CORE BAND,MW01802F3
MW01803,"Red Hat OpenShift Platform Plus with Application Foundations, Standard (2 Cores or 4 vCPUs)",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Cores,,GBP,,4796,12947.85,OPENSHIFT,,2,,STANDARD,0,CORE BAND,MW01803F3
MW01787,"Red Hat OpenShift Platform Plus with Application Foundations and Red Hat OpenShift Data Foundation Advanced, Premium (2 Cores or 4 vCPUs)",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,Cores,,GBP,,8211,22169.7,OPENSHIFT,,2,,PREMIUM,0,CORE BAND,MW01787F3
MW01788,"Red Hat OpenShift Platform Plus with Application Foundations and Red Hat OpenShift Data Foundation Advanced, Standard (2 Cores or 4 vCPUs)",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,Cores,,GBP,,5486,14810.85,OPENSHIFT,,2,0,STANDARD,0,CORE BAND,MW01788F3
MW01699,"Red Hat OpenShift Platform Plus with Red Hat OpenShift Data Foundation Advanced, Premium (2 Cores or 4 vCPUs)",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Cores,,GBP,,4485,12109.5,OPENSHIFT,,2,,PREMIUM,0,CORE BAND,MW01699F3
MW01700,"Red Hat OpenShift Platform Plus with Red Hat OpenShift Data Foundation Advanced, Standard (2 Cores or 4 vCPUs)",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Cores,,GBP,,3001,8104.05,OPENSHIFT,,2,,STANDARD,0,CORE BAND,MW01700F3
MW01701,"Red Hat OpenShift Platform Plus with Red Hat OpenShift Data Foundation Advanced (Bare Metal Node), Premium (1-2 sockets up to 64 cores)",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Socket Pairs,,GBP,,13800,37260,OPENSHIFT,2,,,PREMIUM,0,PHYSICAL NODE,MW01701F3
MW01702,"Red Hat OpenShift Platform Plus with Red Hat OpenShift Data Foundation Advanced (Bare Metal Node), Standard (1-2 sockets up to 64 cores)",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Socket Pairs,,GBP,,9015,24340.1,OPENSHIFT,2,,,STANDARD,0,PHYSICAL NODE,MW01702F3
MW01939,"Red Hat OpenShift Platform Plus with Red Hat OpenShift Data Foundation Advanced for Distributed Computing (Edge Server), Premium (2 Cores or 4 vCPUs)",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Cores,,GBP,,1408,,Edge OpenShift,,2,,PREMIUM,,CORE BAND,
MW01940,"Red Hat OpenShift Platform Plus with Red Hat OpenShift Data Foundation Advanced for Distributed Computing (Edge Server), Standard (2 Cores or 4 vCPUs)",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Cores,,GBP,,942,,Edge OpenShift,,2,,STANDARD,,CORE BAND,
MW01941,"Red Hat OpenShift Platform Plus with Red Hat OpenShift Data Foundation Advanced for Distributed Computing (Edge Server) (Bare Metal Node), Standard (1-2 sockets up to 64 cores)",FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Socket Pairs,,GBP,,3322,,Edge OpenShift,2,,,STANDARD,,PHYSICAL NODE,
MW01942,"Red Hat OpenShift Platform Plus with Red Hat OpenShift Data Foundation Advanced for Distributed Computing (Edge Server) (Bare Metal Node), Premium (1-2 sockets up to 64 cores)",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,Socket Pairs,,GBP,,4968,,Edge OpenShift,2,,,PREMIUM,,PHYSICAL NODE,
MCT4142,"Red Hat OpenShift Platform Plus with Red Hat OpenShift Data Foundation Advanced for OpenShift Container Platform, Premium (2 Cores or 4 vCPUs)",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Cores,,GBP,,1725,4657.5,OPENSHIFT,,2,,PREMIUM,0,CORE BAND,MCT4142F3
MCT4143,"Red Hat OpenShift Platform Plus with Red Hat OpenShift Data Foundation Advanced for OpenShift Container Platform, Standard (2 Cores or 4 vCPUs)",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Cores,,GBP,,1139,3073.95,OPENSHIFT,,2,,STANDARD,0,CORE BAND,MCT4143F3
MW02260,"Red Hat OpenShift Platform Plus with Red Hat OpenShift Data Foundation Advanced for OpenShift Container Platform (Bare Metal Node), Premium (1-2 Sockets)",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Socket Pairs,,GBP,,5175,,OPENSHIFT,2,,,PREMIUM,,PHYSICAL NODE,
MW02261,"Red Hat OpenShift Platform Plus with Red Hat OpenShift Data Foundation Advanced for OpenShift Container Platform (Bare Metal Node), Standard (1-2 Sockets)",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Socket Pairs,,GBP,,3450,,OPENSHIFT,2,,,STANDARD,,PHYSICAL NODE,
MW02192,"Red Hat OpenShift Platform Plus with Red Hat OpenShift Data Foundation Advanced for OpenShift Platform Plus, Standard (2 Cores or 4 vCPUs)",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Cores,,GBP,,690,,OPENSHIFT,,2,,STANDARD,,CORE BAND,
MW02193,"Red Hat OpenShift Platform Plus with Red Hat OpenShift Data Foundation Advanced for OpenShift Platform Plus, Premium (2 Cores or 4 vCPUs)",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,Cores,,GBP,,1035,,OPENSHIFT,,2,,PREMIUM,,CORE BAND,
MW02400,"Red Hat OpenShift Platform Plus with Red Hat OpenShift Data Foundation Advanced for OpenShift Platform Plus (Bare Metal Node), Premium (1-2 Sockets)",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,GBP,,3105,,OPENSHIFT,2,,,PREMIUM,,,
MW02401,"Red Hat OpenShift Platform Plus with Red Hat OpenShift Data Foundation Advanced for OpenShift Platform Plus (Bare Metal Node), Standard (1-2 Sockets)",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,,,GBP,,2070,,OPENSHIFT,2,,,STANDARD,,,
MW01806,"Red Hat OpenShift Platform Plus with Runtimes, Premium (2 Cores or 4 vCPUs)",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Cores,,GBP,,4485,12109.5,OPENSHIFT,,2,,PREMIUM,0,CORE BAND,MW01806F3
MW01807,"Red Hat OpenShift Platform Plus with Runtimes, Standard (2 Cores or 4 vCPUs)",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Cores,,GBP,,3001,8104.05,OPENSHIFT,,2,,STANDARD,0,CORE BAND,MW01807F3
MW01791,"Red Hat OpenShift Platform Plus with Runtimes and Red Hat OpenShift Data Foundation Advanced, Premium (2 Cores or 4 vCPUs)",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Cores,,GBP,,5520,14904,OPENSHIFT,,2,,PREMIUM,0,CORE BAND,MW01791F3
MW01792,"Red Hat OpenShift Platform Plus with Runtimes and Red Hat OpenShift Data Foundation Advanced, Standard (2 Cores or 4 vCPUs)",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,Cores,,GBP,,3691,9967.05,OPENSHIFT,,2,,STANDARD,0,CORE BAND,MW01792F3
MW02451,"Red Hat OpenShift Red Hat OpenShift Extended Update Support Add-On, Standard (Bare Metal Node) (1-2 sockets)",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Socket Pairs,,GBP,,1380,3726,OPENSHIFT,2,,,STANDARD,0,PHYSICAL NODE,MW02451F3
MCT3791,"Red Hat Quay, Premium (1 Deployment)",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,GBP,,31050,83835,CoreOS,0,,,PREMIUM,,DEPLOYMENT,MCT3791F3
MCT3792,"Red Hat Quay, Standard (1 Deployment)",FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,GBP,,20700,55890,CoreOS,0,,,STANDARD,,DEPLOYMENT,MCT3792F3
